Code,Name,LAD code,Borough,Total Mean Annual Household Income estimate,Total Median Annual Household Income estimate
E01004576,Wandsworth 013D,E09000032,Wandsworth,39627.15 ,29021.61 
E01004577,Wandsworth 003C,E09000032,Wandsworth,57440.76 ,42147.25 
E01004579,Wandsworth 004B,E09000032,Wandsworth,64689.50 ,47437.55 
E01004580,Wandsworth 004C,E09000032,Wandsworth,47746.25 ,35018.59 
E01004581,Wandsworth 004D,E09000032,Wandsworth,52547.82 ,38565.16 
E01004582,Wandsworth 001C,E09000032,Wandsworth,71592.57 ,52475.57 
E01004583,Wandsworth 001D,E09000032,Wandsworth,61716.48 ,45267.77 
E01004584,Wandsworth 003D,E09000032,Wandsworth,32968.89 ,24103.64 
E01004585,Wandsworth 008D,E09000032,Wandsworth,69112.50 ,50665.56 
E01004586,Wandsworth 009C,E09000032,Wandsworth,76673.48 ,56183.73 
E01004587,Wandsworth 009D,E09000032,Wandsworth,81846.31 ,59958.98 
E01004588,Wandsworth 008E,E09000032,Wandsworth,79317.06 ,58113.07 
E01004589,Wandsworth 009E,E09000032,Wandsworth,84371.13 ,61801.64 
E01004590,Wandsworth 005B,E09000032,Wandsworth,46955.43 ,34434.47 
E01004591,Wandsworth 005C,E09000032,Wandsworth,51422.06 ,37733.64 
E01004592,Wandsworth 005D,E09000032,Wandsworth,49694.96 ,36457.96 
E01004593,Wandsworth 025A,E09000032,Wandsworth,59181.90 ,43417.98 
E01004594,Wandsworth 020D,E09000032,Wandsworth,78211.72 ,57306.37 
E01004595,Wandsworth 025B,E09000032,Wandsworth,64684.55 ,47433.94 
E01004596,Wandsworth 020E,E09000032,Wandsworth,81175.88 ,59469.68 
E01004597,Wandsworth 025C,E09000032,Wandsworth,69295.95 ,50799.44 
E01004598,Wandsworth 025D,E09000032,Wandsworth,71004.31 ,52046.24 
E01004599,Wandsworth 025E,E09000032,Wandsworth,88553.63 ,64854.13 
E01004600,Wandsworth 018C,E09000032,Wandsworth,38618.81 ,28276.83 
E01004601,Wandsworth 018D,E09000032,Wandsworth,50035.21 ,36709.28 
E01004602,Wandsworth 010C,E09000032,Wandsworth,79356.58 ,58141.92 
E01004604,Wandsworth 006A,E09000032,Wandsworth,101850.18 ,74558.26 
E01004605,Wandsworth 006B,E09000032,Wandsworth,68309.91 ,50079.80 
E01004606,Wandsworth 006C,E09000032,Wandsworth,85923.01 ,62934.24 
E01004607,Wandsworth 006D,E09000032,Wandsworth,89265.41 ,65373.61 
E01004608,Wandsworth 006E,E09000032,Wandsworth,67254.36 ,49309.44 
E01004609,Wandsworth 010E,E09000032,Wandsworth,79115.46 ,57965.94 
E01004610,Wandsworth 033C,E09000032,Wandsworth,45854.04 ,33620.96 
E01004611,Wandsworth 032B,E09000032,Wandsworth,48671.31 ,35701.87 
E01004612,Wandsworth 032C,E09000032,Wandsworth,45400.58 ,33286.02 
E01004613,Wandsworth 033D,E09000032,Wandsworth,35183.36 ,25739.31 
E01004614,Wandsworth 034A,E09000032,Wandsworth,41825.87 ,30645.65 
E01004615,Wandsworth 034B,E09000032,Wandsworth,33553.25 ,24535.27 
E01004616,Wandsworth 034C,E09000032,Wandsworth,42425.80 ,31088.77 
E01004617,Wandsworth 034D,E09000032,Wandsworth,38918.43 ,28498.13 
E01004618,Wandsworth 032D,E09000032,Wandsworth,62055.19 ,45514.97 
E01004619,Wandsworth 015E,E09000032,Wandsworth,88076.05 ,64505.58 
E01004620,Wandsworth 019C,E09000032,Wandsworth,65776.01 ,48230.51 
E01004621,Wandsworth 019D,E09000032,Wandsworth,70038.85 ,51341.63 
E01004622,Wandsworth 024D,E09000032,Wandsworth,51488.75 ,37782.90 
E01004623,Wandsworth 019E,E09000032,Wandsworth,72094.27 ,52841.71 
E01004624,Wandsworth 024E,E09000032,Wandsworth,61021.36 ,44760.45 
E01004625,Wandsworth 027E,E09000032,Wandsworth,104445.20 ,76452.16 
E01004626,Wandsworth 027F,E09000032,Wandsworth,79078.82 ,57939.20 
E01004627,Wandsworth 019F,E09000032,Wandsworth,79520.39 ,58261.47 
E01004628,Wandsworth 022A,E09000032,Wandsworth,50754.08 ,37240.26 
E01004629,Wandsworth 020F,E09000032,Wandsworth,72306.62 ,52996.69 
E01004630,Wandsworth 022B,E09000032,Wandsworth,36248.02 ,26525.69 
E01004631,Wandsworth 022C,E09000032,Wandsworth,43524.16 ,31900.04 
E01004632,Wandsworth 028A,E09000032,Wandsworth,60568.87 ,44430.22 
E01004633,Wandsworth 022D,E09000032,Wandsworth,38225.72 ,27986.48 
E01004634,Wandsworth 028B,E09000032,Wandsworth,53234.99 ,39072.72 
E01004635,Wandsworth 028C,E09000032,Wandsworth,51744.19 ,37971.58 
E01004636,Wandsworth 028D,E09000032,Wandsworth,53763.28 ,39462.93 
E01004637,Wandsworth 028E,E09000032,Wandsworth,48825.63 ,35815.85 
E01004638,Wandsworth 011B,E09000032,Wandsworth,101478.59 ,74287.06 
E01004639,Wandsworth 011C,E09000032,Wandsworth,62911.43 ,46139.87 
E01004640,Wandsworth 011D,E09000032,Wandsworth,80215.29 ,58768.62 
E01004641,Wandsworth 011E,E09000032,Wandsworth,52955.36 ,38866.18 
E01004642,Wandsworth 016B,E09000032,Wandsworth,46287.10 ,33940.83 
E01004643,Wandsworth 016C,E09000032,Wandsworth,44268.11 ,32449.55 
E01004644,Wandsworth 016D,E09000032,Wandsworth,51611.06 ,37873.25 
E01004645,Wandsworth 016E,E09000032,Wandsworth,36620.14 ,26800.56 
E01033093,Wandsworth 010F,E09000032,Wandsworth,91474.76 ,66986.04 
E01033098,Wandsworth 002F,E09000032,Wandsworth,57774.51 ,42390.83 
E01033099,Wandsworth 004E,E09000032,Wandsworth,50341.39 ,36935.43 
E01033100,Wandsworth 002G,E09000032,Wandsworth,39325.90 ,28799.10 
E01033101,Wandsworth 004F,E09000032,Wandsworth,82367.62 ,60339.44 
E01033132,Wandsworth 002H,E09000032,Wandsworth,44751.93 ,32806.91 
E01033133,Wandsworth 004G,E09000032,Wandsworth,63252.84 ,46389.04 
E01033135,Wandsworth 010G,E09000032,Wandsworth,88053.82 ,64489.36 
E01004646,Westminster 002A,E09000033,Westminster,112845.43 ,71955.02 
E01004647,Westminster 001A,E09000033,Westminster,79821.14 ,51107.89 
E01004648,Westminster 002B,E09000033,Westminster,78362.98 ,50187.40 
E01004649,Westminster 001B,E09000033,Westminster,94656.24 ,60472.79 
E01004650,Westminster 002C,E09000033,Westminster,97381.58 ,62193.21 
E01004651,Westminster 003A,E09000033,Westminster,76265.13 ,48863.10 
E01004652,Westminster 017A,E09000033,Westminster,58766.40 ,37784.49 
E01004653,Westminster 014A,E09000033,Westminster,95744.99 ,61160.09 
E01004654,Westminster 014B,E09000033,Westminster,80465.77 ,51514.82 
E01004656,Westminster 014D,E09000033,Westminster,58157.64 ,37382.73 
E01004657,Westminster 012A,E09000033,Westminster,96233.25 ,61468.31 
E01004658,Westminster 012B,E09000033,Westminster,54510.21 ,34975.51 
E01004659,Westminster 008A,E09000033,Westminster,66251.15 ,42541.61 
E01004660,Westminster 008B,E09000033,Westminster,88515.08 ,56596.09 
E01004661,Westminster 012C,E09000033,Westminster,58513.04 ,37617.28 
